,GDP_water_all,perc_fff,d_plan,w_plan,base_w_stress,invest,tax_break,corruption,perc_vote,innovate,climate_real,hs_ed,pop_dens,w_quality,debt,flood_pop,flood_build,flood_car,impervious,beds_1000,alone_65,child_5,health_ins,older_1999,mobile_home,rent_50plus,trees,heating,disabled,poverty,older_1979,work_outside,no_car,pop_under_1ft,pop_under_3ft,impact_plus1ft,impact_plus3ft,lat,long,city_km2,pop_2015,median_income
245,14.90240839,0.127370754,0,0,2.636675366,18,0,5,0.640460702,0.00018005900000000002,43,12.4,1557.629101,13,5354.1,11.73,11.57,3.31469168,51.88939781,4.486905411,10.4737681,6.4,85.2,89.58,0.4,26.8,14.16797144,0.9940000000000001,15.2,21.6447751,69.7,13.43,9.7,0.490463483,0.539608121,0.0053132890000000006,0.0054234090000000006,47.2529,-122.4443,130.63507859999999,203481,52042
246,4.434800299,0.388904959,0,0,0.743676151,0,0,14,0.861970296,0.000169647,43,7.5,690.4497259999999,12,1895.45,25.98,26.32,12.15710872,13.69117879,4.23475062,7.6719363,5.0,87.7,78.25,2.3,36.8,50.8559365,0.995,9.3,15.2511158,40.6,6.99,8.3,0.0,0.0,0.0,0.0,30.4383,-84.2807,270.8727268,187024,39681
247,8.723979737,0.12289117699999999,0,0,0.9815901370000001,0,0,27,0.7412304559999999,0.000229491,44,13.4,1134.111386,0,2506.82,4.12,4.2,28.24969983,33.191700899999994,10.15177037,9.464818,6.1,84.4,78.03,1.6,27.7,29.44598491,0.99,12.5,20.4447663,54.0,10.3,11.4,5.979139658999999,7.850327472000001,0.021323841,0.036097024,27.9506,-82.4572,313.552094,355603,44185
248,11.19193384,0.263282993,1,0,2.965160145,0,0,53,0.587577734,0.000116186,48,8.6,1373.767457,0,433.66,1.89,1.95,3.2853423999999998,32.0675036,1.306542981,4.942896299999999,6.1,89.3,63.77,0.7,28.2,4.365476739,0.995,7.7,5.820009099999999,7.9,8.32,3.0,0.0,0.0,0.0,0.0,33.4936,-117.1484,77.99937276,107153,79925
249,11.40665915,0.032215111,0,0,4.248791956,20,0,18,0.399162805,0.000429552,44,8.3,1633.544729,13,1890.37,9.19,8.57,0.268449672,51.16624154,0.38276723,6.1842308,4.5,85.1,87.37,2.8,25.4,3.6206139210000003,0.992,8.3,11.0137324,47.4,7.47,10.4,0.0,0.0,0.0,0.0,33.4255,-111.94,103.955525,169816,49012
250,10.10084277,0.145006928,0,1,4.60448598,0,0,0,0.8086421309999999,0.000299232,46,12.5,1386.13571,0,1240.19,2.12,2.0,17.54444935,27.15970913,1.456675647,5.1196139,7.9,86.2,66.15,6.5,20.6,3.534551922,1.0,9.0,9.7823285,29.0,12.41,3.7,0.0,0.0,0.0,0.0,39.868,-104.9719,92.1179644,127688,66948
251,30.81294069,0.35470751899999997,0,1,5.0,0,1,53,0.893312887,0.000679088,44,7.6,903.0303954,0,1285.35,12.36,12.03,1.8192864169999998,19.9502777,3.1423793410000003,10.0126329,4.4,91.1,88.32,2.3,26.3,8.89893952,0.985,9.3,4.1427078,58.1,6.76,4.5,0.0,0.0,0.0,0.0,34.1706,-118.8376,142.370623,128565,100946
252,29.87448191,0.171175351,0,1,5.0,16,0,18,0.65295652,0.000174208,42,14.8,1312.442652,4,1117.53,13.4,12.87,13.03833097,42.18658858,6.543264547000001,11.514408999999999,7.0,87.6,96.67,1.9,28.0,17.86184257,0.996,17.4,27.915188300000004,87.3,13.96,14.5,0.0,0.0,0.0,0.0,41.6639,-83.5552,215.0760641,282275,33687
253,10.16724454,0.29227241800000003,0,0,3.368071252,18,0,2,0.7051296779999999,3.9200000000000004e-05,41,11.4,810.81272,0,2418.03,0.17,0.19,14.13777466,29.67511663,6.900495017999999,12.6330367,7.5,86.4,91.45,3.0,22.4,13.52968181,0.997,16.2,15.3744,72.3,13.3,9.6,0.0,0.0,0.0,0.0,39.0558,-95.689,157.4617626,127672,42250
254,10.45625624,0.137705921,0,0,2.643081608,0,0,53,0.48577773799999996,0.000361114,48,6.5,2780.214644,12,586.66,9.88,9.64,0.15656396,63.4084407,7.392149821,11.1129169,5.4,91.1,96.0,1.8,23.9,4.665240913,0.9840000000000001,9.6,3.5321523,83.5,5.14,5.2,0.0,0.0,0.0,0.0,33.8358,-118.3406,53.08546961,147589,79549
255,15.64390904,0.041745519,0,1,5.0,18,3,18,0.552659977,0.000641939,47,15.8,895.6989200999999,13,1252.66,9.61,9.02,10.41016818,22.95850036,5.742144768999999,11.111165,6.2,83.6,86.46,6.2,28.3,2.73698098,0.991,14.8,20.3322639,57.6,13.48,12.9,0.0,0.0,0.0,0.0,32.2217,-110.9265,589.9013476,528374,37149
256,12.60530364,0.124521615,1,1,5.0,20,0,4,0.591244059,0.00014759299999999998,41,13.1,771.1184165,3,1809.34,28.73,30.98,9.639174184,28.33882497,8.219412081,10.5653884,7.3,80.4,92.5,1.6,22.0,18.25189858,0.998,14.4,16.664336,70.2,13.0,8.6,0.0,0.0,0.0,0.0,36.154,-95.9928,516.2397778,398082,42284
257,27.62394381,0.505127813,0,1,3.1771862189999998,0,0,14,0.543882389,0.000157368,46,12.6,1348.6428349999999,0,2610.47,13.95,14.1,11.42250931,37.61121597,2.941300055,9.1202446,6.2,86.2,92.01,2.9,34.1,7.354084896,0.995,12.4,14.0746312,63.2,14.01,8.2,10.45926299,11.61057187,0.002393166,0.003237867,38.1041,-122.2566,88.2331459,118995,57028
258,27.42151207,0.327066701,0,0,0.0,19,0,5,0.659108395,0.000537676,45,10.3,1298.1809779999999,13,1688.52,4.81,5.1,2.463507027,42.60649716,3.516810473,11.4353253,6.5,86.0,83.85,2.4,21.8,15.066796300000002,0.997,14.9,20.789858,46.2,12.55,7.3,1.132996132,2.821184171,0.009483297,0.023702762000000002,45.6318,-122.6716,129.45036389999999,168050,50626
259,11.19193384,0.537385581,1,0,1.7897955319999999,0,0,53,0.616807952,0.000103591,47,21.7,635.0137212000001,5,220.35,11.41,9.76,8.534192441,16.5097312,2.0629147580000002,6.0998557,8.8,84.2,61.93,4.9,35.8,1.322002431,0.9940000000000001,10.7,24.346107999999997,18.8,13.52,6.3,0.0,0.0,0.0,0.0,34.5362,-117.2928,190.0793573,120703,45894
260,1.501617957,0.1349038,0,0,2.953234493,21,1,40,0.5306183289999999,8.03e-05,41,6.7,665.2918847999999,12,2102.9,18.95,21.17,16.57814671,13.94149991,0.985968904,8.489431100000001,6.6,90.0,87.18,1.1,22.6,33.43815076,0.997,10.1,7.431335000000001,44.4,9.55,4.1,5.535033126,8.852082357,0.06063980099999999,0.10623742,36.8529,-75.97800000000001,673.8245426,448290,66634
261,38.60635542,2.6838381730000003,0,0,5.0,0,0,14,0.49850768100000004,2.64e-05,47,17.3,1372.917769,0,447.72,24.46,24.66,23.39417569,39.33481189,4.54467233,7.8983944,8.8,87.4,74.96,3.0,27.2,3.89194964,0.998,12.6,19.398514300000002,44.3,13.89,7.9,0.0,0.0,0.0,0.0,36.3302,-119.2921,93.11701176,127842,52157
262,25.72908149,0.500403255,1,0,3.2164245780000003,20,0,29,0.659591971,7.04e-05,41,20.8,489.79385260000004,0,1386.08,29.1,28.66,32.19447239,15.917640599999999,4.5435898230000005,9.6663028,8.1,80.6,83.92,1.1,30.0,28.17255816,0.997,12.0,18.2773604,62.6,14.8,10.1,0.0,0.0,0.0,0.0,31.5493,-97.1467,263.77015409999996,129193,33147
263,19.33395333,0.129471068,0,0,0.0,0,0,4,0.73494508,0.00041535599999999997,36,15.9,1522.284055,0,1139.05,1.07,1.03,1.639189178,58.61703394,2.72881645,12.1305591,6.0,87.9,96.78,2.8,31.6,6.209043877999999,0.995,16.5,20.0287888,85.9,10.73,8.8,0.0,0.0,0.0,0.0,42.5145,-83.0147,88.58859129999999,134857,43523
264,2.4020348559999998,0.06394032200000001,0,0,2.645669654,20,1,8,0.607321004,0.00022548799999999998,59,10.7,4060.0735990000003,0,8139.31,5.19,4.86,10.21576966,41.93675373,6.318302846,10.1214382,6.2,94.2,89.29,0.0,23.7,23.3111982,0.9890000000000001,11.2,15.607008300000002,81.7,6.58,36.4,1.355400288,1.569459631,0.000973838,0.001041328,38.9072,-77.0369,159.47592680000002,647484,70848
265,12.65920638,0.057063845999999994,0,0,2.614010909,17,0,6,0.709406793,0.000530025,44,20.9,1474.775039,13,1945.27,5.84,5.57,6.7757171629999995,33.57451611,4.792288523,11.329669500000001,7.2,87.8,97.13,0.2,32.2,39.05018851,0.996,13.4,30.8755875,77.9,12.97,19.3,0.0,0.0,0.0,0.0,41.5582,-73.0515,74.28319376,109551,40467
266,10.45625624,0.811062898,0,0,5.0,0,0,53,0.581008515,0.000361114,48,16.9,2596.722053,0,1124.68,10.92,12.12,15.1936242,46.36346162,4.145144987,7.658359299999999,5.7,85.5,96.47,1.0,26.7,6.172911223,0.982,10.9,6.6458982,79.1,10.57,4.6,0.0,0.0,0.0,0.0,34.0686,-117.939,41.52812577,107837,69189
267,12.72197593,0.089873627,0,0,5.0,0,0,0,0.623599016,0.000546824,41,9.3,1316.598017,9,352.34,10.17,12.47,13.51000609,32.41522502,1.670485354,3.5820049,9.0,88.3,68.29,2.6,20.5,4.0174700539999995,1.0,7.7,8.260349099999999,23.1,12.12,2.1,0.0,0.0,0.0,0.0,40.6097,-111.9391,83.20611041,109549,68442
268,6.293377526,0.379266751,0,0,2.4866000919999998,19,0,42,0.7601515209999999,0.00039091800000000003,42,15.6,684.4052259,12,2463.05,42.11,41.74,43.12570004,20.40038971,8.572421516,12.3450837,5.8,78.4,73.9,0.3,27.0,21.62852138,0.9740000000000001,9.8,15.192650800000001,42.9,13.28,10.5,5.711086226,6.9901919139999995,0.0028770859999999996,0.011264047,26.7153,-80.0534,151.35477649999999,103588,45800
269,12.72197593,0.17546658199999998,0,0,5.0,0,0,0,0.42723004600000003,0.000546824,41,22.8,1464.0546470000002,6,1142.47,6.6,8.3,1.9820110519999998,38.399393100000005,0.7556486609999999,5.0064894,9.4,75.9,82.07,6.6,27.8,6.003561949,0.9990000000000001,9.1,15.234860399999999,49.0,19.55,4.2,0.0,0.0,0.0,0.0,40.6916,-112.0011,91.29440647,133660,52534
270,10.10084277,0.059295904,0,1,5.0,0,0,0,0.775603048,0.0007622060000000001,44,9.0,1275.170532,0,1602.61,2.81,2.75,3.402271427,28.24078846,2.079603609,7.3202491,6.6,88.7,86.75,1.7,21.7,4.914684353,0.998,10.3,7.180567699999999,39.6,10.1,4.6,0.0,0.0,0.0,0.0,39.8367,-105.0372,86.73192898,110598,67081
271,27.76347981,0.128858853,0,0,3.2875412139999995,20,2,2,0.584124534,0.00016780900000000002,38,12.5,923.2297153,1,1984.73,9.01,8.54,9.393357487000001,32.73508046,3.5929504810000004,9.814644,7.9,85.1,87.81,3.1,21.1,12.39536351,0.998,12.4,14.4342759,63.1,12.64,7.1,0.0,0.0,0.0,0.0,37.6872,-97.3301,419.33983880000005,387147,45947
272,32.18080888,0.161343123,1,1,4.86617605,19,0,48,0.489888205,7.58e-05,41,14.7,563.0772188,2,1771.46,12.51,13.59,12.56441324,24.36051074,3.7836189310000004,11.5295699,6.4,82.8,88.98,3.0,22.8,10.26832591,0.997,14.2,14.497311800000002,67.2,12.0,7.7,0.0,0.0,0.0,0.0,33.9137,-98.4934,186.34389119999997,104926,44543
273,0.217676287,0.41541509600000004,0,0,3.041149697,19,0,1,0.806140093,0.000625861,47,16.8,2354.6429559999997,2,2477.49,23.94,22.31,22.59021675,46.1516714,6.988217865,13.0362522,7.5,90.2,92.06,0.3,27.1,11.29818139,0.996,13.3,27.4886604,80.8,11.27,23.8,11.02041957,26.90883171,0.000456691,0.019000586,34.2257,-77.9447,30.38634788,71549,40465
274,18.32145219,0.038801227,0,0,1.846318202,21,0,4,0.923660514,0.00022056299999999998,42,9.7,837.7915578,1,1334.61,19.05,18.18,19.30893264,24.69508384,7.705494741,11.3164688,4.6,85.2,83.34,3.0,26.8,38.08523981,0.9990000000000001,13.5,16.1982447,43.7,10.18,9.3,16.6744049,19.25748674,0.027850992999999998,0.034517669,34.2257,-77.9447,133.68241650000002,111998,42128
275,23.64418336,0.327431833,0,0,1.6631987609999999,21,0,0,0.8666714,0.000376019,43,14.9,689.0892134,0,2005.85,8.45,8.48,8.67333166,18.31840593,7.838845175,10.6833071,7.2,83.6,83.4,2.1,26.2,45.38570597,0.998,10.9,16.1600566,58.8,12.91,10.6,0.0,0.0,0.0,0.0,36.0999,-80.2442,343.4127184,236642,39882
276,19.24006375,0.160462131,0,0,2.380891814,18,0,16,0.569521707,0.000785513,41,15.9,1855.6434829999998,0,3093.88,11.38,10.67,12.84961366,41.76673384,5.545800569,10.9951003,6.2,95.7,93.99,0.4,27.0,34.51982037,0.996,14.4,23.473226800000003,80.7,11.11,17.6,0.0,0.0,0.0,0.0,42.2626,-71.8023,98.82393986,183382,45472
277,1.47534662,0.07208606,0,0,4.094523000000001,16,0,19,0.48208716,0.0013511629999999998,48,17.0,4219.080565,0,1945.6,14.07,14.55,17.20788741,42.42398703,2.100935142,12.9651171,6.5,88.2,95.18,0.1,29.0,29.82931795,0.995,10.9,17.9259097,88.2,12.05,25.5,0.13638528800000002,0.199563768,0.000500462,0.00057269,40.9312,-73.8987,47.269777600000005,199435,59049
