"city","state","geo.id","peer.1","peer.2","peer.3","peer.4","peer.5"
"Savannah","GA","1600000US1369000","1600000US4516000","1600000US1225175","1600000US3774440","1600000US3921000","1600000US4879000"
"Scottsdale","AZ","1600000US0465000","1600000US0454050","1600000US3251800","1600000US0655156","1600000US4803000","1600000US2053775"
"Seattle","WA","1600000US5363000","1600000US0816000","1600000US2938000","1600000US4748000","1600000US4055000","1600000US0477000"
"Shreveport","LA","1600000US2270000","1600000US2836000","1600000US2970000","1600000US0150000","1600000US4810768","1600000US4967000"
"Simi Valley","CA","1600000US0672016","1600000US0611194","1600000US0678120","1600000US0662938","1600000US0812815","1600000US1751622"
"Sioux Falls","SD","1600000US4659020","1600000US1921000","1600000US2053775","1600000US1765000","1600000US4803000","1600000US3719000"
"South Bend","IN","1600000US1871000","1600000US3921000","1600000US5531000","1600000US2915670","1600000US3731400","1600000US1254000"
"Spokane","WA","1600000US5367000","1600000US4123850","1600000US5374060","1600000US1608830","1600000US0665000","1600000US4841464"
"Springfield (IL)","IL","1600000US1772000","1600000US1759000","1600000US1919000","1600000US1912000","1600000US4052500","1600000US3006550"
"Springfield (MA)","MA","1600000US2567000","1600000US5157000","1600000US2634000","1600000US2582000","1600000US1224000","1600000US4829000"
"Springfield (MO)","MO","1600000US2970000","1600000US2270000","1600000US2836000","1600000US1765000","1600000US0151000","1600000US1258715"
"St. Louis","MO","1600000US2965000","1600000US0203000","1600000US0804000","1600000US0603526","1600000US4817000","1600000US1825000"
"St. Paul","MN","1600000US2758000","1600000US2743000","1600000US3611000","1600000US4261000","1600000US0602000","1600000US7276770"
"St. Petersburg","FL","1600000US1263000","1600000US4804000","1600000US3128000","1600000US1271000","1600000US3915000","1600000US3977000"
"Stamford","CT","1600000US0973000","1600000US2676460","1600000US3345140","1600000US2360545","1600000US1723074","1600000US0678120"
"Sterling Heights","MI","1600000US2676460","1600000US1723074","1600000US0973000","1600000US2646000","1600000US5135000","1600000US4813024"
"Stockton","CA","1600000US0675000","1600000US0203000","1600000US0804000","1600000US0603526","1600000US4817000","1600000US1825000"
"Sunnyvale","CA","1600000US0677000","1600000US0669084","1600000US0680000","1600000US0653980","1600000US5101000","1600000US0608954"
"Surprise","AZ","1600000US0471510","1600000US0682590","1600000US5613900","1600000US3006550","1600000US4052500","1600000US4839148"
"Syracuse","NY","1600000US3673000","1600000US4202000","1600000US0908000","1600000US0937000","1600000US0952000","1600000US1077580"
"Tacoma","WA","1600000US5370000","1600000US0649270","1600000US0653322","1600000US0427820","1600000US0473000","1600000US4829000"
"Tallahassee","FL","1600000US1270600","1600000US1319000","1600000US0151000","1600000US0150000","1600000US2270000","1600000US4845000"
"Tampa","FL","1600000US1271000","1600000US3915000","1600000US3977000","1600000US1263000","1600000US4804000","1600000US3128000"
"Temecula","CA","1600000US0678120","1600000US0662938","1600000US0650076","1600000US0611194","1600000US4982950","1600000US0973000"
"Tempe","AZ","1600000US0473000","1600000US0427820","1600000US0649270","1600000US0653322","1600000US4829000","1600000US5370000"
"Thornton","CO","1600000US0877290","1600000US0883835","1600000US0803455","1600000US4982950","1600000US4813024","1600000US2676460"
"Thousand Oaks","CA","1600000US0678582","1600000US4827684","1600000US2052575","1600000US4848072","1600000US2754880","1600000US1738570"
"Toledo","OH","1600000US3977000","1600000US3915000","1600000US1271000","1600000US3128000","1600000US1263000","1600000US4804000"
"Topeka","KS","1600000US2071000","1600000US2036000","1600000US2935000","1600000US2915670","1600000US4801000","1600000US3774440"
"Torrance","CA","1600000US0680000","1600000US0653980","1600000US5101000","1600000US0619766","1600000US0628000","1600000US0608954"
"Tucson","AZ","1600000US0477000","1600000US4748000","1600000US0816000","1600000US4055000","1600000US2938000","1600000US5182000"
"Tulsa","OK","1600000US4075000","1600000US2255000","1600000US1825000","1600000US3728000","1600000US1253000","1600000US2079000"
"Vallejo","CA","1600000US0681666","1600000US0660620","1600000US0682954","1600000US0623182","1600000US4983470","1600000US4847892"
"Vancouver","WA","1600000US5374060","1600000US4164900","1600000US1608830","1600000US4123850","1600000US0653896","1600000US4837000"
"Victorville","CA","1600000US0682590","1600000US0471510","1600000US5613900","1600000US3006550","1600000US4052500","1600000US4819972"
"Virginia Beach","VA","1600000US5182000","1600000US2938000","1600000US4055000","1600000US0816000","1600000US4748000","1600000US0477000"
"Visalia","CA","1600000US0682954","1600000US0660620","1600000US0681666","1600000US4983470","1600000US0843000","1600000US4847892"
"Waco","TX","1600000US4876000","1600000US4801000","1600000US4879000","1600000US4807000","1600000US2071000","1600000US1254000"
"Warren","MI","1600000US2684000","1600000US1212875","1600000US2603000","1600000US1232000","1600000US0622804","1600000US4131250"
"Washington","DC","1600000US1150000","1600000US0816000","1600000US2938000","1600000US4748000","1600000US4055000","1600000US0477000"
"Waterbury","CT","1600000US0980000","1600000US5010675","1600000US3345140","1600000US2360545","1600000US2646000","1600000US4845384"
"West Covina","CA","1600000US0684200","1600000US0628000","1600000US0656000","1600000US0619766","1600000US0608954","1600000US0616532"
"West Jordan","UT","1600000US4982950","1600000US0803455","1600000US0883835","1600000US0877290","1600000US0602252","1600000US1723074"
"West Palm Beach","FL","1600000US1276600","1600000US4513330","1600000US1254000","1600000US1225175","1600000US4751560","1600000US1772000"
"West Valley City","UT","1600000US4983470","1600000US0843000","1600000US0682954","1600000US4982950","1600000US0681666","1600000US4847892"
"Westminster","CO","1600000US0883835","1600000US0803455","1600000US0877290","1600000US4982950","1600000US4813024","1600000US2676460"
"Wichita","KS","1600000US2079000","1600000US0804000","1600000US4817000","1600000US2146027","1600000US0603526","1600000US4075000"
"Wichita Falls","TX","1600000US4879000","1600000US4801000","1600000US4876000","1600000US4807000","1600000US1871000","1600000US1369000"
"Wilmington (DE)","DE","1600000US1077580","1600000US4202000","1600000US0908000","1600000US0952000","1600000US1245060","1600000US0684200"
"Wilmington (NC)","NC","1600000US3774440","1600000US4516000","1600000US3731400","1600000US1369000","1600000US3921000","1600000US2071000"
"Winston-Salem","NC","1600000US3775000","1600000US3722920","1600000US4740000","1600000US4714000","1600000US0150000","1600000US4845000"
"Worcester","MA","1600000US2582000","1600000US1224000","1600000US4829000","1600000US0473000","1600000US0427820","1600000US5370000"
"Yonkers","NY","1600000US3684000","1600000US4803000","1600000US0107000","1600000US4810768","1600000US1210275","1600000US4714000"
